Opinion,Labels,,,,,,,,,,,,,,,,,,,,,,
"NGA?NH KY? THUA??T ?IE??U KHIE??N VA? TU?? ?O??NG HOA?
- Ma? nga?nh: 7520216
- To?? ho??p xe?t tuye??n: A00,A01,D07
- Chi? tie?u xe?t tuye??n:
???? Ke??t qua? thi THPT: 190
???? Ho?c ba? THPT: 0
- Tho??i gian ?a?o ta?o: 5 na?m
- Go??m 3 chuye?n nga?nh:
???? Ky? thua??t ?ie??u khie??n va? tu?? ?o??ng hoa? giao tho?ng.
???? Tu?? ?o??ng hoa?.
- Mu?c tie?u ?a?o ta?o:
???? ?a?o ta?o ki? su?, cu?? nha?n “Ky? thua??t ?ie??u khie??n va? Tu?? ?o??ng hoa?” co? phu?o?ng pha?p tu? duy sa?ng ta?o, ki? na?ng thu??c ha?nh va? la?m vie??c ?o??c la??p va? la?m vie??c nho?m.
???? Co? kie??n thu??c chuye?n mo?n va? ki? na?ng me??m
???? ?a?t chua??n tie??ng anh B1, ?a?m ba?o thi?ch u??ng vo??i mo?i tru?o??ng la?m vie??c hie??n ?a?i.
???? Co? the?? tie??p tu?c ho?c sau ?a?i ho?c ?e?? ?u?o??c ca??p ba??ng Tha?c si?, Tie??n si?.
???? Kie??n thu??c chuye?n sa?u ve?? nhie??u li?nh vu??c chuye?n nga?nh.
Vi? tri? co?ng ta?c sau khi ra tru?o??ng là
Ca?c co?ng ty, ta??p ?oa?n co? trang bi? he?? tho??ng ?ie??n - ?ie??n tu??, Tu?? ?o??ng hoa?: Samsung, Canon, Toyota,…Ca?c co?ng ty, nha? ma?y, co? so?? sa?n xua??t trong Giao tho?ng va??n ta?i.Ca?c ta??p ?oa?n, co?ng ty ve?? la??p tri?nh ?ie??u khie??n.Ca?c co?ng ty tu? va??n va? thie??t ke??, thu?o?ng ma?i, ki? thua??t va? chuye??n giao co?ng nghe?? trong li?nh vu??c Ki? thua??t ?ie??u khie??n - tu?? ?o??ng hoa? va? Giao tho?ng va??n ta?i.Vie??n nghie?n cu??u, trung ta??p, co?ng ty khoa ho?c co?ng nghe??, ca?c tru?o??ng ?a?i ho?c, Cao ?a??ng, Da?y nghe?? thuo??c li?nh vu??c Ki? thua??t ?ie??u khie??n - Tu?? ?o??ng hoa? trong co?ng nghie??p va? Giao tho?ng va??n ta?i.
Bo?? Khoa ho?c co?ng nghe??, ca?c so?? KHCN, bo?? Giao tho?ng va??n ta?i, so?? Giao tho?ng va??n ta?i lie?n ti?nh, ca?c Ban qua?n ly? du?? a?n, ca?c Bo??, Nga?nh lie?n quan.",Neutral,,,,,,,,,,,,,,,,,,,,,,
"Theo nh? ch? ngh? thì các tr??ng s? có m?i 1 ph??ng pháp gi?ng d?y riêng nh?g ??u là Tdh s? có nh?ng môn gi?ng nhau , nh?ng môn c? s? c?a ngành nên c ngh? k không có s? khác bi?t là bao . Tr??ng mình c?ng n?m trong top trg ?ào t?o t?t v? m?ng T?H này v?i trang thi?t b? ??y ?? , th?y cô chuyên môn cao nha .",Positive,,,,,,,,,,,,,,,,,,,,,,
H?c h?i m?t nh?ng bù l?i l?p nhi?u con gái e nhé,Positive,,,,,,,,,,,,,,,,,,,,,,
"H?c c?ng ph?t ch? ?ùa.
????",Negative,,,,,,,,,,,,,,,,,,,,,,
"Gái xinh, trai ??p, d? qua môn và d? l?y h?c b?ng",Positive,,,,,,,,,,,,,,,,,,,,,,
Gái xinh l?m ??,Positive,,,,,,,,,,,,,,,,,,,,,,
8 n?m ra tr??ng,Negative,,,,,,,,,,,,,,,,,,,,,,
K có gái ! Khó có ny em ? ??,Negative,,,,,,,,,,,,,,,,,,,,,,
"C? s? v?t ch?t tuy ko x?n nh?t nma c?ng ko thi?u gì máy chi?u thông minh, ?i?u hoà mát l?nh, bàn gh? wifi,... ?? c? e nhé",Positive,,,,,,,,,,,,,,,,,,,,,,
"A chào em nhé, ?i?n t? vi?n thông là m?t ngành thu?c khoa ?i?n - ?i?n t?, Ngành ???c chia thành 3 chuyên ngành là K? thu?t vi?n thông, K? thu?t thông tin truy?n thông, K? thu?t ?i?n t? và tin h?c công nghi?p. Sinh viên ra tr??ng s? là b?ng K? s? ho?c C? nhân v?i l? trình h?c 4-5 n?m em nhé. C?ng nh? các ngành h?c khác, gi?ng viên trong ngành ??u là các th?y cô gi?i, có nhi?u n?m kinh nghi?m gi?ng d?y. Ch??ng trình h?c thì v?a ph?i v?i m?c ??u vào, k quá n?ng n?, môi tr??ng h?c t?p t?t. ??u ra theo kh?o sát tr??ng công b? có trên 90% sinh viên ra tr??ng có vi?c làm và t? l? làm ?úng ngành, ?úng ngh? là cao. Các ho?t ??ng sinh viên c?ng ???c Khoa chú tr?ng ?? nâng cao tinh th?n, giúp sinh viên gi?i t?a áp l?c h?c t?p. Các b?n n? thì c?ng r?t xinh e nhé ??????. Còn ??ng nghe ai b?o sau ra tr??ng l??ng 7-10tr còn không b?ng các ngh? chân tay vì c? h?i th?ng ti?n c?a ngành k? thu?t là không ai ph? nh?n ???c e ?, làm vài n?m m?c l??ng có th? t?ng vài l?n, có khi là vài ch?c l?n. Chút ki?n th?c h?n h?p, em có th? tham kh?o ?? . V?n còn gì th?c m?c có th? cmt xu?ng d??i nhé !!!",Positive,,,,,,,,,,,,,,,,,,,,,,
"Theo nh? quan ?i?m cá nhân c?a mk thì mk th?y ?ng quá tr?i quá ??t:)) ?i?n n??c siêu r?, phòng 7 ae r?t ?ông vui, ti?n phòng thì r? h?n cho:) m?i chi?u ra sân ktx ng?m các a ch? e cùng các môn th? thao: bóng chuy?n, bóng ?á, bóng r?, c?u lông, ?á c?u.....
Có c?ng tin, phòng t?p gym khá x?n xò, c?a hàng ti?n l?i trong ktx :3
, ktx ?óng c?a t?m 11h-11h30. Nh?ng v? mu?n, khéo m?m xin các bác b?o v? thì h? c?ng linh ??ng cho. Mùa hè ? nhà a5 có phòng t? h?c, b?t ?i?n sáng h?n ban ngày, qu?t tr?n b?t có khi còn ph?i ??p ch?n?? However, mùa ?ông phòng cx thoáng nên trong phòng cx có gió lùa vs k có nóng l?nh, mùa hè k có ?i?u hoà, nh?ng ngày n?ng nóng gay g?t thì c? ?êm k ng? ?c?? khu a6 có dãy hay b? m?t n??c(th??ng là ?êm). N?u k may ? cùng phòng vs nh?ng ng??i k h?p thì bi?t r?i ??y:)
Nh?ng may m?n là phòng mk 7ng mà ? hoà thu?n l?m, ???c cái ?am mê pay lak nh? nhau??
?ây là chia s? sau 2 n?m ? ktx c?a mk:)) b nào có th?c m?c thì cmt mk gi?i ?áp cho hihi (tr? nh?ng cái mk k bi?t thì mk k gi?i ?áp ?c nhé hihi)",Positive,,,,,,,,,,,,,,,,,,,,,,
"C k ? ktx nma c bi?t ? ?o?n ktx tr??ng mình hay b?t ch?t to l?m :)) cu?i tu?n hay l??n l? ??ng trc c?ng ktx ?? xem b?t ch?t.
À, xiên chiên ? c?ng ktx thì k ngon b?ng ? c?ng trg ?âu ???????",Neutral,,,,,,,,,,,,,,,,,,,,,,
"Ktx r?, ?ông, vui m?i t?i nhi?u chu?t. ?i ch?i nh? v? tr??c 11r là ?c nhé ??",Positive,,,,,,,,,,,,,,,,,,,,,,
kinh t? hay k? thu?t xây d?ng tr??ng mình ??u ?n nhé v?n ?? là e h?c ?n k thôi kk,Positive,,,,,,,,,,,,,,,,,,,,,,
"N?u em h?i v? ngành kinh t? thì ch? s? b?o em ph?i tìm hi?u rõ chuyên ngành ?i ??ng nhìn m?i cái mác ""kinh t?"", nh?ng em ?ã tìm hi?u ?c ??n chuyên ngành KT BCVT r?i thì ch?c em c?ng ?ã hi?u 1 ph?n r?i. Ngành này có h?c các môn kinh t? c? s? (kinh t? h?c, kinh t? l??ng,...); h?c 4 môn v? k? toán, th?ng kê; thanh toán qu?c t?; m?t chút k? n?ng m?m (Hành vi ng??i tiêu dùng, quan h? công chúng,...). ??n n?m 3 và n?m cu?i thì s? h?c ch? y?u các môn v? B?u chính vi?n thông: m?t ít ki?n th?c v? m?ng vi?n thông, b?u chính, l?p và qu?n lý d? án ??u t?, Th?ng kê doanh nghi?p BCVT, Kinh t? BCVT,...
Theo ?ánh giá c?a ch? (K57 ?ã ra tr??ng ?i làm ?c 1 n?m), ki?n th?c mà em ?c h?c s? khá dàn tr?i, nó s? t?o ra 2 chi?u h??ng: 1 là em có nhi?u c? h?i h?n, em ch?n ?c 1 l?nh v?c mà em thích ?? h?c sâu h?n (b?ng cách t? h?c và có th? h?c thêm ? ngoài) và ra tr??ng làm v? l?nh v?c ?ó; 2 là n?u em không chú tâm h?c s? b? mông lung ch?ng bi?t mình ?ang h?c cái gì (cái này thì ch? và nhi?u b?n c?m th?y th?, c?ng có th? do b?n ch? l??i h?c ch?ng h?n :v)
V? c? h?i ngh? nghi?p: c?ng nh? bên trên ch? nói á, ngành này ???c h?c khá nhi?u môn nên ra tr??ng em có th? l?a ch?n nhi?u ngh? phù h?p v?i em. L?p ?H ch? ra tr??ng có nhi?u b?n làm ?úng ngành, làm vi?c t?i các PGD c?a Viettel, FPT; m?t s? b?n làm NV Kinh doanh cho các nhà m?ng, 1 s? b?n h?c thêm ki?n th?c Logistics ?e trung tâm bên ngoài ?? làm v? các d?ch v? v?n chuy?n qu?c t?; có b?n thì làm Hành chính nhân s?; b?n thân ch? ?ang làm v? Marketing.
Nói v?y ?? em d? hình dung ra thôi, ch? th?c ra ngành nào c?ng s? có nhi?u s? l?a ch?n, ch? y?u là em thích và mu?n h?c cái gì làm cái gì. ??i h?c nó s? là 1 cái môi tr??ng khi?n em ?c va v?p h?n, còn l?i ??n ???c cái ?ích nào thì em c?n tin vào b?n thân và tr?c giác c?a mình nhé :v",Positive,,,,,,,,,,,,,,,,,,,,,,
"?m lòng utc quá ,nh?g 1 ph?n là do cái m? nên ô bi?t là xe c?a b?n n? r?i có ý ??nh làm quen luôn ?úng không ??",Positive,,,,,,,,,,,,,,,,,,,,,,
Mình m?i làm gãy g??ng xe này. Xe c?a b nào thì liên h? mình ?? mình ??n bù nhé. C?m ?n và xin l?i!,Neutral,,,,,,,,,,,,,,,,,,,,,,
"À ?? tôi ch? cho các b?n :) cây bán n??c tr??ng mình nó thu?c ki?u ?a n?ng :) c? ph?i ?òn roi thì nó m?i ngoan ?y, nó không ra các b?n m?nh d?n ??m ?á nó tho?i mái ?i :) tôi th? r?i, uy tín :)",Negative,,,,,,,,,,,,,,,,,,,,,,
Nh? ??t m?i vào dí t? 20k r?i ch?n chai không ?? ch? mãi ch?ng th?y b?n ý tr? l?i ti?n ?? ngây th? th?t s???,Negative,,,,,,,,,,,,,,,,,,,,,,
Bán ki?u gì mua chái n??c 5 nghìn ?? 2 nghìn k l?y mà ?? 10 nghìn thì nu?t h?t c?a t!!!!,Negative,,,,,,,,,,,,,,,,,,,,,,
"Nhà a8 này có thg ranh con b?m 1 lo?t t? 1 ??n 7, hôm ??y t ko có vi?c g?p ch?c gõ cho vài cái r?i:))",Negative,,,,,,,,,,,,,,,,,,,,,,
M? th? thành ph?n nào t?ng 2 cx ?i thang máy ??n n? ph?i t t cx ?i t?i j ph?i ?i b? cho kh? ??,Negative,,,,,,,,,,,,,,,,,,,,,,
"#GCT_cfs0812
""Xin chào m?i ng??i
Mình v?a ??c ???c m?t bài vi?t trên UTC Troll khá là bu?n c??i mà mình thì khá thân v?i h?i ban cán s? l?p nên mình có vài ?i?u mu?n nói nh? sau :
Có 1 b?n h?c thì h?c gi?i th?t nh?ng khi l?p/khoa/tr??ng có ho?t ??ng ngo?i khóa thì l?i không th?y m?t ?âu
Trong l?p thì tính tình kiêu c?ng, t? cao t? ??i, không bi?t có m?y b?n quý nh?ng ph?n l?n các thành viên trong l?p khi nh?c ??n tên ?ã ngán ng?m
Kì tr??c mình nghe BCS l?p k? r?ng b?n ?ó ch? ??ng nh?n tin xin t? 70 ?i?m lên 8X,9X ?i?m và ch? ??ng ??a ra giá 87K mua ?i?m rèn luy?n tr??c nh?ng các b?n bi?t làm sao không ? Ban cán s? ?ã nói vui r?ng """"thôi, bo cho nó ?i mua liêm s? . ??a 10% may ra còn có ti?n khao l?p ch?...ngh? ló chán""""
Và kì này l?i ti?p t?c xin và BCS l?p ?ã cho ?i?m r nh?ng v?n ?i th? c*t rông trên page nào ?ó làm ?nh h??ng t?i danh d? h?i BCS l?p
Mu?n nói v?i b?n 1 câu nh? này
Không làm mà ?òi có ?n thì ch? có ?n sh*t, h?c v?i nhau còn lâu còn dài mà có 1 pha x? lí ?i vào lòng ??t=))

Thanks mn ?ã ??c!!!
""
_____________________
Lâu quá không check cfs hình nh? v? này h?t hot r?i :(
#ironman",Negative,,,,,,,,,,,,,,,,,,,,,,
"Mình xin g?i ngàn v?n l?i yêu th??ng ??n ph? thân , m?u h?u c?a ng??i anh em nào ?ã lu?c m?t áo m?a v?i m? b?o hi?m c?a xe mình nhé ?? tr?i thì m?a mà l?i l?y cho b?ng s?ch , có còn tý l??ng tâm nào k =)))",Negative,,,,,,,,,,,,,,,,,,,,,,
"Các anh ch? các b?n hôm nay th?y cô trông xe g?n nhà a2 ng?i b?t thu vé g?n c?ng chính vào r?t khó ch?u ko. Ng??i vào d?ng ch? l?y vé thì cô nh? l?y h? n?u lúng túng thì cô li?n thay ??i s?c m?t c?c c?n khó ?. Lúc ra thì cô tr? ti?n th?a thi?u c?a mình m?t 1k, mình ?i xe ??p mình ??a 5k cô tr? l?i có 2k mà sau mình nhi?u ng??i ?ang ch? ?ông quá nên v?i ko k?p soát . Mình nh? là n?u ?i xe máy thì tr? l?i 2k ch? nh? hay phí g?i xe v?a t?ng 1k. Anh ch? các b?n xác nh?n l?i giúp m?c phí g?i xe ? utc ? mình có nh?m ko. 1 nghìn thì c?ng là ti?n, mình thi?u c?a h? thì h? g?t, còn h? thi?u c?a mình thì ch?c mn bt r?i, 1k hay 2k ko quá l?n th?m chí có th? thông c?m ?c nh?ng nh?ng gì mà sinh viên utc nh?n l?i là thái ?? và ?ng x? c?a h? ko m?y ?n t??ng. Mình bt tình tr?ng này ko còn quá l? vs sv utc nên mình nói ra b?c xúc này c?ng là b?c xúc c?a nhi?u sv utc khác. Th?c ra, mình ra vào nhà g?i xe g?p các cô dù th? nào mình v?n t?c l??i cho qua ch? ko có t gian ph?n ?ng l?i nhé ?? vì còn nhi?u xe x?p hàng dài ch?, dù th? nào v?n nên c? x? ?úng m?c. “ 1 ?i?u nh?n 9 ?i?u lành”!",Negative,,,,,,,,,,,,,,,,,,,,,,
"nhi?u ti?n r v?n ?n ch?n v?
ngta quen tr? 3k hôm í nh? may ??a 3k cái m?m nhanh h?n cái não b?o ngta ??nh qu?t à ",Negative,,,,,,,,,,,,,,,,,,,,,,
Th?yyy Nam r?c uce á. ?i h?c ch?m zô là ?c,Positive,,,,,,,,,,,,,,,,,,,,,,
"qua tr? vé xe l?y nh?m th? sv ??a cho cô qu?t th? là b? ch?i ""))",Negative,,,,,,,,,,,,,,,,,,,,,,
??i b? qu?t thì b? li?c m?t b?o t? qu?t. Hôm sau t? giác qu?t thì b? l??m nh? ki?u mk là ??a t? ti?n  d? vch,Positive,,,,,,,,,,,,,,,,,,,,,,
"? ktx ??a vé xe thi tho?ng còn ""ch? xin nhá"" nghe g?n g?i ph?t",Positive,,,,,,,,,,,,,,,,,,,,,,
"g?p ?úng m? ?ó ?i, ng??i tr??c b? ch?i “ m cút con m? m ?i”, ??n l??t t b? ch?i zô h?k",Negative,,,,,,,,,,,,,,,,,,,,,,
hôm nào th?y ch?m mình t? l?y qu?t luôn ch?a bao h th?y b? ch?i,Positive,,,,,,,,,,,,,,,,,,,,,,
"còn ?c cô khen móng tay ??p th? mà, mình b?o ?n cam ngon th?, cô còn ?",Positive,,,,,,,,,,,,,,,,,,,,,,
"xe ??p v?n 2k, sáng nay cô th?i cho 8 t? 1k =))",Neutral,,,,,,,,,,,,,,,,,,,,,,
c?m th? g?i xe lên ??a l?i cho tôi,Negative,,,,,,,,,,,,,,,,,,,,,,
G?p t thì khác :))) cô c??i t??i l?m :)),Positive,,,,,,,,,,,,,,,,,,,,,,
"tr? thi?u 7k còn h?i cháu có l?y ti?n n?a không , m?y bà soát vé b?t ngu vcl",Negative,,,,,,,,,,,,,,,,,,,,,,
cô ? c?ng ph? m?i ?áng lo ng?i=)))),Negative,,,,,,,,,,,,,,,,,,,,,,
thi?u 1k b? cô g?i l?i tr? ?? m?i cho v? nhé,Negative,,,,,,,,,,,,,,,,,,,,,,
c? cái b?t nhà xe a2 tr??c gi? toàn th?i thi?u ti?n v?i ae ?i xe ??p ho?c xe ??p ?i?n thôi. Ho?c toàn dí vé xe máy cho xe ??p  thi?u 1k c?ng là thi?u mà ?éo bi?u sao mình th?c m?c mà các cô chú còn thái ?? l?i  t?t h?t phi th?ng vào toà nhà trc c?a phòng ?ào t?o mà ?? xe b?n ? ch? g?i xe mà toàn r??c b?c vào ng??i,Negative,,,,,,,,,,,,,,,,,,,,,,
Sáng nay vào g?i xe thì cô ch? vào cái vé b?o l?y ?i r?i t? cho tay vào trong b?t ?? ch?m vào máy -))) trong lúc cô ng?i xem fim ??,Negative,,,,,,,,,,,,,,,,,,,,,,
"M?y cô chú soát vé làm vi?c m?i ng??i 1 cách không theo trình t? chán làm ?n cái này ng??i ta g?i là lôm côm,nên có g?i xe ? ?ó n?a ?âu mà",Negative,,,,,,,,,,,,,,,,,,,,,,
Mình ?? xe ? sai ch? mà bác trông xe ch? dù mình ?ã ?i ?úng ra cái h??ng tay bác ?y r?i th? là thay vì nói bình th??ng bác ?y l?i g?t lên nh? m?t ông d? h?i cho dù mình ch? nói gì bác ?y c?,Negative,,,,,,,,,,,,,,,,,,,,,,
"Có gì l? ?âu, ??a 10k xong mình quên l?y ti?n th?a, quay l?i b?o cô cho con xin, con quên m?t. Cô m?t nh?n nhó quát to ""mày v? luôn ?i""",Negative,,,,,,,,,,,,,,,,,,,,,,
Hôm tr??c m?a m?c áo m?a l?y th? lúng ta lúng túng th? là cô m?t n?ng mày nh? luôn?? Cô ng?i ??m ti?n không ch? ???c lúc v?ng hay cu?i ca ?? ??m hay sao mà lúc ??y ?ông th? c?ng c? ng?i thong th? ??m ti?n ?c,Negative,,,,,,,,,,,,,,,,,,,,,,
Mình m?i làm gãy g??ng xe này. Xe c?a b nào thì liên h? mình ?? mình ??n bù nhé. C?m ?n và xin l?i!,Positive,,,,,,,,,,,,,,,,,,,,,,
mãi yêu th?y Nam siêu hi?n,Positive,,,,,,,,,,,,,,,,,,,,,,
"h?c th?y Nam quá oke luôn, m?i t?i th?y nói h?i bé nên là ng?i bàn 1 nghe cho rõ",Positive,,,,,,,,,,,,,,,,,,,,,,
th?y ??t cute,Positive,,,,,,,,,,,,,,,,,,,,,,
A H?i Kinh t? L??ng mãi ??nhhh,Positive,,,,,,,,,,,,,,,,,,,,,,
Th?y Tùng ??nh luon,Positive,,,,,,,,,,,,,,,,,,,,,,
"Cô An, th?y ??t, th?y Tùng ai c?ng d? và ?i?m cao nhé",Positive,,,,,,,,,,,,,,,,,,,,,,
"Cô Hoài An nhé ai vào mu?n sau cô ?i v? luôn nha,?i?m thành ph?n cho siêu th?p ?i thi h?t h?c ph?n cô mà coi thì ai không ôn xác ??nh h?c l?i nhé.",Positive,,,,,,,,,,,,,,,,,,,,,,
"H?c L?ch s? ??ng vui l?m, th?y cô nào c?ng vui tính và ?i?m cao",Positive,,,,,,,,,,,,,,,,,,,,,,
Kinh t? l??ng mà kh ???c h?c v?i th?y Ph?m Ng?c H?i thì s? nh? r?i,Positive,,,,,,,,,,,,,,,,,,,,,,
Th?y Nam 100?i?m luôn,Positive,,,,,,,,,,,,,,,,,,,,,,
H?c th?y ??t vui,Positive,,,,,,,,,,,,,,,,,,,,,,
cô An r?t xinh và giàu. Cô An là fan c?a apple,Positive,,,,,,,,,,,,,,,,,,,,,,
th?y d?y t?t l?m b?n,Positive,,,,,,,,,,,,,,,,,,,,,,
"tr? th?y Nam không bi?t, còn l?i các th?y cô ??u hi?n, vui tính ?i h?c ch?m ?i?m danh ??y ?? là ?i?m thành ph?n cao. Còn ?i thi thi tu? thu?c may m?n :)))))",Positive,,,,,,,,,,,,,,,,,,,,,,
Ti?ng anh chuyên ngành ph?m vi ki?n th?c h?p h?n B1 còn khó nh? nhau,Negative,,,,,,,,,,,,,,,,,,,,,,
"Tuy?tttt, tr??ng mình cho ngh? dài quá!! Yêu tr??",Negative,,,,,,,,,,,,,,,,,,,,,,
"yêu th?t mà, g?n T?t tr??ng m?i th??ng ti?n v?i l?ch thì l?i ch?ng yêu",Negative,,,,,,,,,,,,,,,,,,,,,,
Chúc m?ng sinh viên Ngô Th? H?ng là ??i di?n duy nh?t ??n t? tr??ng ??i h?c Giao thông v?n t?i giành ???c h?c b?ng Th?p sáng t??ng lai - Lighting up your future,Positive,,,,,,,,,,,,,,,,,,,,,,
"H?ng ?ã tr? thành 1 trong 200 sinh viên trên toàn qu?c ???c nh?n h?c b?ng Th?p sáng t??ng lai (LUYF). Qu? h?c b?ng Th?p sáng T??ng lai (LUYF), m?t sáng ki?n c?a Deloitte Vi?t Nam ???c tri?n khai t? n?m 2012 th?c s? ?ã là m?t sáng ki?n ?i tr??c và ??ng m?c tiêu v?i sáng ki?n World class c?a Deloitte toàn c?u, mang trong mình s? m?nh trao tuy?n ni?m tin vào s? t? t?, th?p sáng nh?ng ??c m? và khát v?ng v??t khó v??t qua chính mình và v??n t?i thành công hàng tri?u các b?n sinh viên trong ?ó có c? nh?ng sinh viên khuy?t t?t.",Positive,,,,,,,,,,,,,,,,,,,,,,
Các sinh viên c?a chúng ta siêu quá luôn. Chúc m?ng các em. Chúc m?ng nhà tr??ng.,Positive,,,,,,,,,,,,,,,,,,,,,,
Quá cháy  C? 4 ??i di?n UTC ?i vào Sài gòn d? thi ??u ???c gi?i Olympic Tin h?c sinh viên Vi?t Nam ,Positive,,,,,,,,,,,,,,,,,,,,,,
M?t kì thi thành công r?c r? v?i vi?c h?u h?t thí sinh ??i di?n tr??ng ??u có gi?i. Nh? vào s? tài gi?i c?a sinh viên UTC và UTC2 c?ng nh? s? d?n d?t c?a HLV - th?y Ph?m Xuân Tích và th?y tr??ng ?oàn - tr? lý HLV ?inh Công Tùng. Xin cám ?n th?y và các em sinh viên ?ã ?em l?i vinh quang cho tr??ng,Positive,,,,,,,,,,,,,,,,,,,,,,
Cntt tr??ng mình x?n xò l?m nha,Positive,,,,,,,,,,,,,,,,,,,,,,
T? hào v? ae CLB tin h?c,Positive,,,,,,,,,,,,,,,,,,,,,,
Ngành C?u ???ng bây h ch? còn là d? vãng,Negative,,,,,,,,,,,,,,,,,,,,,,
"Th? r?i các b?n n? l?p ?y ?âu :)), t??ng clip s? ?c ng?m gái mà cu?i cùng v?n ch? có trai thôi ak :))",Neutral,,,,,,,,,,,,,,,,,,,,,,
"Hai ??i di?n ??n t? ?H GTVT là Lê Th? Hoàng Dung và ?oàn Th? Ng?c Ánh. Hai em ??u là thành viên c?a câu l?c b? L? tân. Câu L?c B? L? Tân tr??ng ??i h?c Giao thông V?n t?i r?t vinh d? khi ???c tr? thành m?t ph?n c?a l? h?i, góp ph?n qu?ng bá, tôn vinh tà áo dài Vi?t Nam!",Positive,,,,,,,,,,,,,,,,,,,,,,
??p trai mà ch?i th? thao gi?i x100 l?n ??p trai,Positive,,,,,,,,,,,,,,,,,,,,,,
"Em xin c?m ?n Nhà tr??ng và các th?y cô trong khoa ?i?n - ?i?n t? ?ã ch? d?y em nh?ng ki?n th?c quý báu, c?ng nh? các b?n l?p T? ??ng hóa K58 ?ã giúp ?? em trong su?t th?i gian h?c t?p t?i tr??ng.",Positive,,,,,,,,,,,,,,,,,,,,,,
T? hào là 1 UTCer,Positive,,,,,,,,,,,,,,,,,,,,,,
"Khi ra kh?i sân bóng, các em l?i tr? v? là nh?ng chàng sinh viên n?ng ??ng, yêu th? ca",Positive,,,,,,,,,,,,,,,,,,,,,,
"Luôn ???c g?i tên, ??ng ??u fame
UTC cân c? hai game
Tr??ng ??i h?c duy nh?t l?t vào chung k?t 2 tr?n bóng sinh viên qu?c gia",Positive,,,,,,,,,,,,,,,,,,,,,,
"K? m?t chút thôi v? Tr??ng tôi, cách ?ây 10 ngày, trong ch??ng trình chào ?ón Tân sinh viên khoá 63, nhà tr??ng ?ã t? ch?c báo công và khen ng?i ??i bóng ?á nam sinh viên-Vô ??ch gi?i bóng ?á sinh viên toàn qu?c, m?t k?t qu? th?t ?áng t? hào c?a th? h? sinh viên hôm nay. C?ng chính th?i ?i?m ?ó, nhà tr??ng c?ng ??ng viên và t? ch?c ??i bóng r? nam sinh viên lên ???ng vào TP.H? Chí Minh thi ??u chung k?t. Nh?n th?c rõ là ??i ??ng th? ba khu v?c phía B?c, nên toàn ??i c?ng ch? quy?t tâm thi ??u h?t mình, thi ??u b?ng tinh th?n c?a ??i h?c Giao thông v?n t?i. Chính ?i?u ?ó ?ã t?o lên “ch?t” c?a ?H Giao thông v?n t?i. ?ó chính là s? ?oàn k?t, tinh th?n ??ng ??i, tinh th?n v??t qua khó kh?n ?? v??t qua chính mình và giành chi?n th?ng. Hôm nay ??????? ??????? ???? ??????? ?????????? và là Á quân (Huy ch??ng B?c) toàn qu?c v? bóng r?. C?m ?n ??i tuy?n bóng r?, c?m ?n các em c?u th? sinh viên, c?m ?n B?n hu?n luy?n và ch? ??o ??i, c?m ?n các c? ??ng viên! 
K?t qu? c?a ??i bóng ?á nam, c?a ??i bóng r?, c?a các ??i tuy?n sinh viên,…s? truy?n c?m h?ng ??n th? h? sinh viên ngày hôm nay trong h?c t?p, nghiên c?u khoa h?c và ho?t ??ng th? thao. T? hào là sinh viên tr??ng ??i h?c Giao thông v?n t?i.",Positive,,,,,,,,,,,,,,,,,,,,,,
Giao thông ma?i ?i?nh a?,Positive,,,,,,,,,,,,,,,,,,,,,,
Chúc m?ng các em ?ã giành gi?i nhì gi?i bóng r? sinh viên toàn qu?c. M?t danh hi?u mà không ph?i ??i nào c?ng có th? giành ???c. Cám ?n các em r?t nhi?u khi ?ã mang l?i vinh quang cho tr??ng!,Positive,,,,,,,,,,,,,,,,,,,,,,
T? hào v? ??i bóng r? và c? ??i c? v? c?a UTC,Positive,,,,,,,,,,,,,,,,,,,,,,
"Quá tuy?t v?i ! Yêu các thày, các e soái ca UTC",Positive,,,,,,,,,,,,,,,,,,,,,,
Tinh th?n tuy?t v?i,Positive,,,,,,,,,,,,,,,,,,,,,,
"N?m nay tr??ng mình cháy v
Long bào m?c h?i lâu :))))
",Positive,,,,,,,,,,,,,,,,,,,,,,
N?m nay là n?m c?a tr??ng chúng ta. UTC mãi ??nh,Positive,,,,,,,,,,,,,,,,,,,,,,
N?m nay là n?m c?a UTC r?i,Positive,,,,,,,,,,,,,,,,,,,,,,
"ra ???ng m?c áo UTC nh? vua m?c long bào, oai h?n",Positive,,,,,,,,,,,,,,,,,,,,,,
Utc mãi ??nh,Positive,,,,,,,,,,,,,,,,,,,,,,
"Các anh ch? áo xanh r?t nhi?t tình, liên t?c nh?c nh? tân sinh viên chu?n b? h? s? ??y ?? nh? ??c th?n chú mà k có d?u hi?u m?t m?i ( và c? ch? gái áo xanh ? khu v?c check in l?u ni?m là sinh viên n?m 3 khoa kinh t? v?n t?i ?ã cho em m??n ?i?n tho?i ??ng kí tham gia page UTC); Th?y cô c?ng g?n g?i, d? m?n, h?t mình trong công tác ti?p nh?n h? s? c?a sinh viên. Em c?m ?n th?y cô và anh ch? r?t nhi?u",Positive,,,,,,,,,,,,,,,,,,,,,,
N?m nay tr??ng ?áng yêu th?,Positive,,,,,,,,,,,,,,,,,,,,,,
"Em v?a h? t?a xu?ng ?ã ""oke xong r?i em ?i""",Positive,,,,,,,,,,,,,,,,,,,,,,
